model_type,clf,parameters,auc-roc,p_at_5,p_at_10,p_at_20,time
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 10, 'max_features': 'sqrt'}",0.7214864706255215,0.44853333333333334,0.42133333333333334,0.21066666666666667,0.36044488591142
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 100, 'max_features': 'sqrt'}",0.7215151310204648,0.44853333333333334,0.42133333333333334,0.21066666666666667,1.983234888059087
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 10, 'max_features': 'log2'}",0.7210145485511527,0.44853333333333334,0.4208,0.2104,0.3599999869475141
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 100, 'max_features': 'log2'}",0.7209021254420837,0.448,0.4208,0.2104,3.050080957938917
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 10, 'max_features': 'log2'}",0.7216453299770736,0.448,0.42133333333333334,0.21066666666666667,0.5033971349475905
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 100, 'max_features': 'log2'}",0.7215094135440681,0.44853333333333334,0.42133333333333334,0.21066666666666667,2.999765351996757
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 2, 'max_depth': 1}",0.5652281776871698,1.0,0.636,0.318,0.10162099404260516
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 5, 'max_depth': 1}",0.5652281776871698,1.0,0.636,0.318,0.03993419196922332
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 10, 'max_depth': 1}",0.6532227173511851,0.464,0.6725333333333333,0.3396,0.03255740902386606
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 2, 'max_depth': 1}",0.5800312800999438,0.6037333333333333,0.30186666666666667,0.15093333333333334,0.052357333013787866
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 5, 'max_depth': 1}",0.6532227173511851,0.464,0.6725333333333333,0.3396,0.13537863199599087
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 10, 'max_depth': 1}",0.5800312800999438,0.6037333333333333,0.30186666666666667,0.15093333333333334,0.14502604899462312
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 2, 'max_depth': 5}",0.7215415954102301,0.4512,0.42133333333333334,0.21066666666666667,0.07121403305791318
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 5, 'max_depth': 5}",0.7211939638591016,0.45066666666666666,0.42133333333333334,0.21066666666666667,0.08762529608793557
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 10, 'max_depth': 5}",0.721520674389034,0.45066666666666666,0.42133333333333334,0.21066666666666667,0.11586876004002988
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 2, 'max_depth': 5}",0.7210807769221446,0.45066666666666666,0.42133333333333334,0.21066666666666667,0.07344291696790606
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 5, 'max_depth': 5}",0.7215471893262332,0.4512,0.42133333333333334,0.21066666666666667,0.05174797703512013
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 10, 'max_depth': 5}",0.7215266558353626,0.45066666666666666,0.42133333333333334,0.21066666666666667,0.053757098969072104
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 2, 'max_depth': 10}",0.7196268642356922,0.448,0.42,0.21,0.06289455504156649
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 5, 'max_depth': 10}",0.71964907702464,0.448,0.42,0.21,0.0636076630325988
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 10, 'max_depth': 10}",0.721503628671093,0.44853333333333334,0.42133333333333334,0.21066666666666667,0.03637127508409321
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 2, 'max_depth': 10}",0.7196331040355711,0.448,0.42,0.21,0.033748129033483565
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 5, 'max_depth': 10}",0.7207798343506678,0.448,0.4208,0.2104,0.041036561015062034
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 10, 'max_depth': 10}",0.7211292294455965,0.448,0.42106666666666664,0.21053333333333332,0.031711089075542986
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 2, 'max_depth': 20}",0.7196195067758892,0.448,0.42,0.21,0.04387871699873358
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 5, 'max_depth': 20}",0.7196195067758892,0.448,0.42,0.21,0.04263715702109039
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 10, 'max_depth': 20}",0.7211209284336964,0.448,0.42106666666666664,0.21053333333333332,0.04341859801206738
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 2, 'max_depth': 20}",0.7196249378168279,0.448,0.42,0.21,0.05221558909397572
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 5, 'max_depth': 20}",0.7199986743093039,0.44853333333333334,0.4202666666666667,0.21013333333333334,0.0381498719798401
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 10, 'max_depth': 20}",0.7215056954994957,0.44853333333333334,0.42133333333333334,0.21066666666666667,0.05674184102099389
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 2, 'max_depth': 50}",0.7196249378168279,0.448,0.42,0.21,0.042304437956772745
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 5, 'max_depth': 50}",0.7196172826888034,0.448,0.42,0.21,0.03527649794705212
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 10, 'max_depth': 50}",0.7211011531543322,0.4474666666666667,0.42106666666666664,0.21053333333333332,0.03541734803002328
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 2, 'max_depth': 50}",0.7196249378168279,0.448,0.42,0.21,0.040737262926995754
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 5, 'max_depth': 50}",0.7196249378168279,0.448,0.42,0.21,0.04300716600846499
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 10, 'max_depth': 50}",0.7215056954994957,0.44853333333333334,0.42133333333333334,0.21066666666666667,0.03641870594583452
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 2, 'max_depth': 100}",0.7196331938976757,0.448,0.42,0.21,0.04033475602045655
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 5, 'max_depth': 100}",0.719619579788849,0.448,0.42,0.21,0.04033539700321853
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_split': 10, 'max_depth': 100}",0.7211209284336964,0.448,0.42106666666666664,0.21053333333333332,0.04560238111298531
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 2, 'max_depth': 100}",0.7196364233170549,0.448,0.42,0.21,0.03573031292762607
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 5, 'max_depth': 100}",0.7196331938976757,0.448,0.42,0.21,0.03714269201736897
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_features': 'log2', 'min_samples_split': 10, 'max_depth': 100}",0.7211209284336964,0.448,0.42106666666666664,0.21053333333333332,0.03535575792193413
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_split': 2, 'max_depth': 1}",0.5119947375403693,0.6965333333333333,0.34826666666666667,0.17413333333333333,0.025335403042845428
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_split': 5, 'max_depth': 1}",0.6532227173511851,0.464,0.6725333333333333,0.3396,0.030668349005281925
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_split': 10, 'max_depth': 1}",0.5026287866893915,1.0,0.6765333333333333,0.33826666666666666,0.022141864988952875
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'log2', 'min_samples_split': 2, 'max_depth': 1}",0.6532227173511851,0.464,0.6725333333333333,0.3396,0.02385962998960167
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'log2', 'min_samples_split': 5, 'max_depth': 1}",0.6532227173511851,0.464,0.6725333333333333,0.3396,0.027479302021674812
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'log2', 'min_samples_split': 10, 'max_depth': 1}",0.5026287866893915,1.0,0.6765333333333333,0.33826666666666666,0.029842482996173203
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_split': 2, 'max_depth': 5}",0.7213842300161648,0.45066666666666666,0.42133333333333334,0.21066666666666667,0.03451639390550554
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_split': 5, 'max_depth': 5}",0.7206488210187372,0.45013333333333333,0.42106666666666664,0.21053333333333332,0.03716187097597867
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_split': 10, 'max_depth': 5}",0.721589621088686,0.45066666666666666,0.42133333333333334,0.21066666666666667,0.040771550964564085
